season,episode,title,rating,votes,episode_year
1,1,The Target,7.8,10916,2002
1,2,The Detail,8.1,8797,2002
1,3,The Buys,8.1,8217,2002
1,4,Old Cases,8.2,7926,2002
1,5,The Pager,8.2,7587,2002
1,6,The Wire,8.5,7757,2002
1,7,One Arrest,8.4,7292,2002
1,8,Lessons,8.5,7280,2002
1,9,Game Day,8.7,7561,2002
1,10,The Cost,9.2,8694,2002
1,11,The Hunt,8.8,7484,2002
1,12,Cleaning Up,9.1,8164,2002
1,13,Sentencing,9,7934,2002
2,1,Ebb Tide,7.7,6875,2003
2,2,Collateral Damage,8,6359,2003
2,3,Hot Shots,8,6173,2003
2,4,Hard Cases,8,6070,2003
2,5,Undertow,8.1,5946,2003
2,6,All Prologue,8.8,6805,2003
2,7,Backwash,8.2,5855,2003
2,8,Duck and Cover,8.3,5916,2003
2,9,Stray Rounds,8.5,5968,2003
2,10,Storm Warnings,9,6728,2003
2,11,Bad Dreams,9.2,7352,2003
2,12,Port in a Storm,9,6821,2003
3,1,Time After Time,7.9,5895,2004
3,2,All Due Respect,8.3,5664,2004
3,3,Dead Soldiers,8.3,5638,2004
3,4,Amsterdam,8.3,5604,2004
3,5,Straight and True,8.5,5587,2004
3,6,Homecoming,8.6,5642,2004
3,7,Back Burners,8.5,5474,2004
3,8,Moral Midgetry,8.9,6200,2004
3,9,Slapstick,8.7,5673,2004
3,10,Reformation,8.7,5646,2004
3,11,Middle Ground,9.6,10194,2004
3,12,Mission Accomplished,9.3,7058,2004
4,1,Boys of Summer,8.3,5672,2006
4,2,Soft Eyes,8.4,5358,2006
4,3,Home Rooms,8.6,5429,2006
4,4,Refugees,8.3,5240,2006
4,5,Alliances,8.4,5223,2006
4,6,Margin of Error,8.7,5467,2006
4,7,Unto Others,8.4,5149,2006
4,8,Corner Boys,8.5,5226,2006
4,9,Know Your Place,8.5,5150,2006
4,10,Misgivings,8.8,5546,2006
4,11,A New Day,8.9,5682,2006
4,12,That's Got His Own,9.3,6687,2006
4,13,Final Grades,9.6,8769,2006
5,1,More with Less,8,5165,2008
5,2,Unconfirmed Reports,8.1,4955,2008
5,3,Not for Attribution,8.5,5054,2008
5,4,Transitions,8.8,5282,2008
5,5,React Quotes,8.6,5020,2008
5,6,The Dickensian Aspect,8.3,4866,2008
5,7,Took,8.4,4962,2008
5,8,Clarifications,8.9,5821,2008
5,9,Late Editions,9.4,6452,2008
5,10,-30-,9.6,9310,2008
