director_rank,director_display_name,director_person_id,career_film_number,tmdb_id,imdb_id,title,release_date,release_year,runtime,budget,revenue,budget_2025,revenue_2025,revenue_usable,budget_usable,vote_average,vote_count,original_language,popularity
8,Ridley Scott,578,25,4982,tt0765429,American Gangster,2007-11-02,2007,157,100000000,269755430,155089242.6435118,418361653.3767486,TRUE,TRUE,7.594,6046,en,6.5701
8,Ridley Scott,578,26,12113,tt0758774,Body of Lies,2008-10-09,2008,128,70000000,113280098,104528564.79331166,169157229.47979563,TRUE,TRUE,6.632,3325,en,3.5148
8,Ridley Scott,578,27,20662,tt0955308,Robin Hood,2010-05-12,2010,140,200000000,321669741,294818890.4172398,474171580.61210454,TRUE,TRUE,6.4,5018,en,5.6062
8,Ridley Scott,578,28,70981,tt1446714,Prometheus,2012-05-30,2012,124,130000000,403354469,182033972.12543553,564801662.8201219,TRUE,TRUE,6.597,13271,en,11.09
8,Ridley Scott,578,29,109091,tt2193215,The Counselor,2013-10-25,2013,117,25000000,71009334,34495708.15450644,97980690.47639485,TRUE,TRUE,5.291,1994,en,3.7524
8,Ridley Scott,578,30,147441,tt1528100,Exodus: Gods and Kings,2014-12-03,2014,150,140000000,268031828,190156316.01182932,364056749.9028306,TRUE,TRUE,5.883,4852,en,6.6821
8,Ridley Scott,578,31,286217,tt3659388,The Martian,2015-09-30,2015,141,108000000,631058917,146506329.11392406,856056716.5210971,TRUE,TRUE,7.699,21237,en,14.8314
8,Ridley Scott,578,32,126889,tt2316204,Alien: Covenant,2017-05-09,2017,122,97000000,240891763,127235822.1134231,315980015.5222358,TRUE,TRUE,6.176,9425,en,12.7809
8,Ridley Scott,578,33,446791,tt5294550,All the Money in the World,2017-12-21,2017,132,50000000,56996304,65585475.31619747,74762593.78212975,TRUE,TRUE,6.491,2417,en,2.9754
8,Ridley Scott,578,34,1709745,NA,Paradise,2020-08-13,2020,160,0,0,0,0,FALSE,FALSE,0,0,en,0.0071
8,Ridley Scott,578,35,617653,tt4244994,The Last Duel,2021-10-13,2021,153,100000000,30552111,118634686.34686348,36245401.057195574,TRUE,TRUE,7.405,3853,en,4.7295
8,Ridley Scott,578,36,644495,tt11214590,House of Gucci,2021-11-24,2021,158,75000000,153235995,88976014.7601476,181791042.0387454,TRUE,TRUE,6.563,3443,en,3.1079
8,Ridley Scott,578,37,753342,tt13287846,Napoleon,2023-11-22,2023,158,165000000,222435664,174097472.92418775,234699921.15523466,TRUE,TRUE,6.309,3094,en,7.3648
8,Ridley Scott,578,38,558449,tt9218128,Gladiator II,2024-11-13,2024,148,310000000,462180717,317708001.2751036,473672618.79343325,TRUE,TRUE,6.61,4450,en,11.4572
8,Ridley Scott,578,39,1384216,tt21285562,The Dog Stars,2026-08-26,2026,0,0,0,NA,NA,FALSE,FALSE,0,0,en,3.6625
9,Tim Burton,510,1,1341696,tt5186094,Prehistoric Caveman,1971-06-08,1971,4,0,0,0,0,FALSE,FALSE,3,2,en,0.0704
9,Tim Burton,510,2,187478,tt0294940,Stalk of the Celery Monster,1979-01-16,1979,2,0,0,0,0,FALSE,FALSE,6.086,29,en,0.1658
9,Tim Burton,510,3,135141,tt0898907,Doctor of Doom,1979-07-10,1979,12,0,0,0,0,FALSE,FALSE,4.8,18,en,0.201
9,Tim Burton,510,4,48859,tt0367989,Luau,1982-04-03,1982,31,0,0,0,0,FALSE,FALSE,4.833,6,en,0.1981
9,Tim Burton,510,5,32085,tt0084868,Vincent,1982-10-01,1982,6,60000,0,199896.3730569948,0,FALSE,TRUE,7.857,915,en,0.8261
9,Tim Burton,510,6,82309,tt0249567,Hansel and Gretel,1983-10-31,1983,35,116000,0,374437.7510040161,0,FALSE,TRUE,6.4,46,en,0.3727
9,Tim Burton,510,7,33914,tt0087291,Frankenweenie,1984-12-14,1984,29,0,0,0,0,FALSE,FALSE,6.9,446,en,2.2483
9,Tim Burton,510,8,5683,tt0089791,Pee-wee's Big Adventure,1985-07-26,1985,91,6000000,40900000,17927509.2936803,122205855.01858738,TRUE,TRUE,6.478,847,en,2.1102
9,Tim Burton,510,9,489429,tt0125603,Aladdin and His Wonderful Lamp,1986-07-14,1986,47,0,0,0,0,FALSE,FALSE,6,5,en,0.5105
9,Tim Burton,510,10,4011,tt0094721,Beetlejuice,1988-03-30,1988,92,15000000,84554197,40765004.22654269,229790146.53846154,TRUE,TRUE,7.372,8452,en,6.7517
9,Tim Burton,510,11,268,tt0096895,Batman,1989-06-21,1989,126,35000000,411348924,90745967.74193549,1066521605.3709677,TRUE,TRUE,7.232,8579,en,9.0829
9,Tim Burton,510,12,162,tt0099487,Edward Scissorhands,1990-12-07,1990,105,20000000,86024005,49196633.51185922,211604572.36036727,TRUE,TRUE,7.721,13787,en,8.078
9,Tim Burton,510,13,364,tt0103776,Batman Returns,1992-06-19,1992,126,80000000,280000000,183321454.0270848,641625089.0947968,TRUE,TRUE,6.946,7097,en,6.2672
9,Tim Burton,510,14,522,tt0109707,Ed Wood,1994-09-28,1994,127,18000000,5900000,39048582.99595142,12799257.759784076,TRUE,TRUE,7.5,2516,en,2.7221
9,Tim Burton,510,15,75,tt0116996,Mars Attacks!,1996-12-13,1996,106,70000000,101371017,143435309.1140854,207716902.26577437,TRUE,TRUE,6.422,5880,en,6.3117
9,Tim Burton,510,16,2668,tt0162661,Sleepy Hollow,1999-11-19,1999,105,100000000,206071526,192977190.87635055,397671042.0708283,TRUE,TRUE,7.191,7372,en,7.496
9,Tim Burton,510,17,48868,tt0400231,The World of Stainboy,2000-09-26,2000,25,0,0,0,0,FALSE,FALSE,6.455,44,en,0.2293
9,Tim Burton,510,18,869,tt0133152,Planet of the Apes,2001-07-26,2001,120,100000000,362211740,181535855.44889894,657544180.7453417,TRUE,TRUE,5.8,4416,en,4.95
9,Tim Burton,510,19,587,tt0319061,Big Fish,2003-12-10,2003,125,70000000,123200000,122309782.60869564,215265217.39130434,TRUE,TRUE,7.758,7772,en,6.3514
9,Tim Burton,510,20,118,tt0367594,Charlie and the Chocolate Factory,2005-07-13,2005,115,150000000,475000000,246927803.37941626,781938044.0348182,TRUE,TRUE,7.039,16124,en,14.7937
9,Tim Burton,510,21,3933,tt0121164,Corpse Bride,2005-09-12,2005,77,40000000,118133252,65847414.234511,194469229.4828469,TRUE,TRUE,7.59,10187,en,14.481
9,Tim Burton,510,22,126446,tt0913955,Cinema16: American Short Films,2006-06-05,2006,209,0,0,0,0,FALSE,FALSE,7.5,2,en,0.4408
9,Tim Burton,510,23,13885,tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,2007-12-21,2007,116,50000000,153384272,77544621.3217559,237882505.77906415,TRUE,TRUE,7.178,6338,en,5.4108
9,Tim Burton,510,24,12155,tt1014759,Alice in Wonderland,2010-03-03,2010,108,200000000,1025467110,294818890.4172398,1511635377.647868,TRUE,TRUE,6.642,14812,en,14.2252
9,Tim Burton,510,25,62213,tt1077368,Dark Shadows,2012-05-09,2012,113,150000000,245527149,210039198.60627177,343802170.7469512,TRUE,TRUE,6.101,7617,en,6.9778
9,Tim Burton,510,26,62214,tt1142977,Frankenweenie,2012-10-04,2012,87,39000000,81493846,54610191.637630664,114112680.70121951,TRUE,TRUE,7,3620,en,4.2568
9,Tim Burton,510,27,540176,NA,Miniatures in Motion: Bringing Frankenweenie to Life,2012-10-14,2012,23,0,0,0,0,FALSE,FALSE,6.8,10,en,0.3881
9,Tim Burton,510,28,87093,tt1126590,Big Eyes,2014-12-24,2014,106,10000000,28900000,13582594.000844952,39253696.66244191,TRUE,TRUE,6.968,3613,en,1.9653
9,Tim Burton,510,29,1366067,NA,Houdini: The Untold Story,2016-08-16,2016,4,0,0,0,0,FALSE,FALSE,0,0,en,0.4615
9,Tim Burton,510,30,283366,tt1935859,Miss Peregrine's Home for Peculiar Children,2016-09-28,2016,127,110000000,296482446,147354166.66666666,397162943.2875,TRUE,TRUE,6.838,10481,en,7.8393
9,Tim Burton,510,31,329996,tt3861390,Dumbo,2019-03-27,2019,112,170000000,353284621,213746578.02111852,444196345.9190458,TRUE,TRUE,6.6,4525,en,4.0214
9,Tim Burton,510,32,917496,tt2049403,Beetlejuice Beetlejuice,2024-09-04,2024,105,99000000,452000435,101461587.5039847,463239208.96557224,TRUE,TRUE,6.935,3122,en,8.1252
