season,episode,title,rating,votes
1,1,Tourist Trapped,8.2,6284
1,2,The Legend of the Gobblewonker,7.7,5717
1,3,Headhunters,7.9,5411
1,4,The Hand That Rocks the Mabel,7.6,5181
1,5,The Inconveniencing,8.5,5312
1,6,Dipper vs. Manliness,7.7,5073
1,7,Double Dipper,8.6,5235
1,8,Irrational Treasure,8.1,4887
1,9,The Time Traveler's Pig,9,5395
1,10,Fight Fighters,8.5,4978
1,11,Little Dipper,7.8,4645
1,12,Summerween,8.6,5029
1,13,Boss Mabel,7.7,4627
1,14,Bottomless Pit!,8,4651
1,15,The Deep End,7.6,4608
1,16,Carpet Diem,8.5,4622
1,17,Boyz Crazy,7.2,4653
1,18,Land Before Swine,8.3,4532
1,19,Dreamscaperers,9.3,5424
1,20,Gideon Rises,9.3,5356
2,1,Scary-oke,8.8,4983
2,2,Into the Bunker,9.3,5330
2,3,The Golf War,8.1,4636
2,4,Sock Opera,8.7,4900
2,5,Soos and the Real Girl,8.6,4776
2,6,Little Gift Shop of Horrors,7.7,4463
2,7,Society of the Blind Eye,9.2,5144
2,8,Blendin's Game,9,4832
2,9,The Love God,7.5,4437
2,10,Northwest Mansion Mystery,9.2,5616
2,11,Not What He Seems,9.8,10955
2,12,A Tale of Two Stans,9.6,6653
2,13,"Dungeons, Dungeons, and More Dungeons",8.3,4497
2,14,The Stanchurian Candidate,8,4307
2,15,The Last Mabelcorn,8.8,4667
2,16,Roadside Attraction,7.8,4413
2,17,Dipper and Mabel vs. the Future,9.3,5335
2,18,Weirdmageddon Part 1,9.5,5941
2,19,Weirdmageddon 2: Escape from Reality,9.4,5536
2,20,Weirdmageddon 3: Take Back the Falls,9.8,11146
2,21,Weirdmageddon 4: Somewhere in the Woods,9.8,8001
