season,episode,title,rating,votes
1,1,"To Me, My X-Men",8.2,7723
1,2,"Mutant Liberation Begins",9.0,7779
1,3,"Fire Made Flesh",8.5,6932
1,4,"Motendo/Lifedeath - Part 1",6.9,6711
1,5,"Remember It",9.7,12304
1,6,"Lifedeath - Part 2",7.7,5880
1,7,"Bright Eyes",8.5,5920
1,8,"Tolerance Is Extinction - Part 1",9.2,6557
1,9,"Tolerance Is Extinction - Part 2",9.3,6356
1,10,"Tolerance Is Extinction - Part 3",9.3,6109
2,1,"Days of Past Future",8.3,3013
2,2,"A Force to Be Reckoned With",8.3,2847
2,3,"Rise of Apocalypse: Part 1",8.5,2762
2,4,"Rise of Apocalypse Part II",9.5,3464
2,5,"Weapon X, Lies, and DVDs",7.9,2332
2,6,"Danger.exe",8.1,1870
2,7,"Strange Land, Savage Heart",8.1,1318
