season,episode,title,rating,votes,episode_year
1,1,Pilot,7.5,6826,2009
1,2,Spanish 101,7.7,5926,2009
1,3,Introduction to Film,8.1,5888,2009
1,4,Social Psychology,8,5415,2009
1,5,Advanced Criminal Law,7.7,5203,2009
1,6,"Football, Feminism and You",7.6,5092,2009
1,7,Introduction to Statistics,8.6,5841,2009
1,8,Home Economics,7.8,4978,2009
1,9,Debate 109,8.7,5892,2009
1,10,Environmental Science,8.1,5023,2009
1,11,Politics of Human Sexuality,7.7,4805,2009
1,12,Comparative Religion,8.3,5187,2009
1,13,Investigative Journalism,7.8,4965,2010
1,14,Interpretive Dance,7.8,4728,2010
1,15,Romantic Expressionism,7.9,4698,2010
1,16,Communication Studies,8.3,4874,2010
1,17,Physical Education,8.9,6027,2010
1,18,Basic Genealogy,7.8,4733,2010
1,19,Beginner Pottery,8.3,4972,2010
1,20,The Science of Illusion,8.3,4869,2010
1,21,Contemporary American Poultry,9.3,7652,2010
1,22,The Art of Discourse,7.8,4898,2010
1,23,Modern Warfare,9.8,17144,2010
1,24,English as a Second Language,8.1,4609,2010
1,25,Pascal's Triangle Revisited,8.4,4961,2010
2,1,Anthropology 101,8.6,5306,2010
2,2,Accounting for Lawyers,8.2,4778,2010
2,3,The Psychology of Letting Go,7.9,4615,2010
2,4,Basic Rocket Science,8.6,5486,2010
2,5,Messianic Myths and Ancient Peoples,7.7,5112,2010
2,6,Epidemiology,9.2,7456,2010
2,7,Aerodynamics of Gender,8.3,5196,2010
2,8,Cooperative Calligraphy,9.1,6421,2010
2,9,Conspiracy Theories and Interior Design,9.4,7758,2010
2,10,Mixology Certification,8.4,5115,2010
2,11,Abed's Uncontrollable Christmas,8.6,6695,2010
2,12,Asian Population Studies,7.9,4380,2011
2,13,Celebrity Pharmacology 212,7.8,4515,2011
2,14,Advanced Dungeons & Dragons,9.5,8566,2011
2,15,Early 21st Century Romanticism,7.9,4484,2011
2,16,Intermediate Documentary Filmmaking,8.7,5185,2011
2,17,Intro to Political Science,8.1,4622,2011
2,18,Custody Law and Eastern European Diplomacy,7.3,4321,2011
2,19,Critical Film Studies,8.9,5964,2011
2,20,Competitive Wine Tasting,7.4,4264,2011
2,21,Paradigms of Human Memory,9,5931,2011
2,22,Applied Anthropology and Culinary Arts,7.9,4290,2011
2,23,A Fistful of Paintballs,9.6,9720,2011
2,24,For a Few Paintballs More,9.5,7750,2011
3,1,Biology 101,7.9,4550,2011
3,2,Geography of Global Conflict,7.9,4497,2011
3,3,Competitive Ecology,7.9,4507,2011
3,4,Remedial Chaos Theory,9.8,15177,2011
3,5,Horror Fiction in Seven Spooky Steps,8.7,5243,2011
3,6,Advanced Gay,7.6,4398,2011
3,7,Studies in Modern Movement,8.5,4773,2011
3,8,Documentary Filmmaking: Redux,9,5943,2011
3,9,Foosball and Nocturnal Vigilantism,8.3,4569,2011
3,10,Regional Holiday Music,8.5,5441,2011
3,11,Urban Matrimony and the Sandwich Arts,7.5,4190,2012
3,12,Contemporary Impressionists,7.8,4283,2012
3,13,Digital Exploration of Interior Design,8.1,4354,2012
3,14,Pillows and Blankets,9.3,7091,2012
3,15,Origins of Vampire Mythology,8,4255,2012
3,16,Virtual Systems Analysis,8.5,4768,2012
3,17,Basic Lupine Urology,9.4,7184,2012
3,18,Course Listing Unavailable,8.1,4139,2012
3,19,Curriculum Unavailable,9.1,5480,2012
3,20,Digital Estate Planning,9.4,7172,2012
3,21,The First Chang Dynasty,9,5068,2012
3,22,Introduction to Finality,8.7,4545,2012
4,1,History 101,7.1,4512,2013
4,2,Paranormal Parentage,7.5,4153,2013
4,3,Conventions of Space and Time,7.2,4087,2013
4,4,Alternative History of the German Invasion,7,3892,2013
4,5,Cooperative Escapism in Familial Relations,7.4,3935,2013
4,6,Advanced Documentary Filmmaking,7.4,3812,2013
4,7,Economics of Marine Biology,6.6,3869,2013
4,8,Herstory of Dance,7.8,4093,2013
4,9,Intro to Felt Surrogacy,6.8,4502,2013
4,10,Intro to Knots,7.5,3816,2013
4,11,Basic Human Anatomy,7.9,3952,2013
4,12,Heroic Origins,8.1,4242,2013
4,13,Advanced Introduction to Finality,7.6,4031,2013
5,1,Repilot,7.6,4272,2014
5,2,Introduction to Teaching,8.4,4344,2014
5,3,Basic Intergluteal Numismatics,9,5690,2014
5,4,Cooperative Polygraphy,9.2,5728,2014
5,5,Geothermal Escapism,9.4,6372,2014
5,6,Analysis of Cork-Based Networking,8,4008,2014
5,7,Bondage and Beta Male Sexuality,7.7,3648,2014
5,8,App Development and Condiments,8.9,5254,2014
5,9,VCR Maintenance and Educational Publishing,7.9,3761,2014
5,10,Advanced Advanced Dungeons & Dragons,8.3,4042,2014
5,11,G.I. Jeff,7.7,4083,2014
5,12,Basic Story,7.6,3419,2014
5,13,Basic Sandwich,8,3572,2014
6,1,Ladders,7.5,3889,2015
6,2,Lawnmower Maintenance & Postnatal Care,7.3,3697,2015
6,3,Basic Crisis Room Decorum,7.5,3494,2015
6,4,Queer Studies & Advanced Waxing,7.9,3666,2015
6,5,Laws of Robotics & Party Rights,7.4,3361,2015
6,6,Basic Email Security,7.3,3443,2015
6,7,Advanced Safety Features,7.1,3408,2015
6,8,Intro to Recycled Cinema,7.7,3480,2015
6,9,Grifting 101,7.5,3417,2015
6,10,Basic RV Repair and Palmistry,7.3,3462,2015
6,11,Modern Espionage,8.8,4330,2015
6,12,Wedding Videography,8.5,4035,2015
6,13,Emotional Consequences of Broadcast Television,9.4,7106,2015
