season,episode,title,rating,votes,episode_year
1,1,Space Pilot 3000,8.6,5808,1999
1,2,The Series Has Landed,8,4625,1999
1,3,"I, Roommate",8.2,4479,1999
1,4,Love's Labours Lost in Space,8,4218,1999
1,5,Fear of a Bot Planet,7.8,3995,1999
1,6,A Fishful of Dollars,8.2,4100,1999
1,7,My Three Suns,7.7,3882,1999
1,8,A Big Piece of Garbage,8,3848,1999
1,9,Hell Is Other Robots,8.1,3956,1999
2,1,A Flight to Remember,8.2,3823,1999
2,2,Mars University,7.7,3606,1999
2,3,When Aliens Attack,8,3483,1999
2,4,Fry and the Slurm Factory,8.3,3828,1999
2,5,I Second That Emotion,7.6,3354,1999
2,6,"Brannigan, Begin Again",7.8,3343,1999
2,7,A Head in the Polls,7.6,3248,1999
2,8,Xmas Story,8.1,3503,1999
2,9,Why Must I Be a Crustacean in Love?,8,3325,2000
2,10,Put Your Head on My Shoulders,7.5,3113,2000
2,11,The Lesser of Two Evils,7.6,3079,2000
2,12,Raging Bender,7.6,3024,2000
2,13,A Bicyclops Built for Two,8,3226,2000
2,14,How Hermes Requisitioned His Groove Back,8,3140,2000
2,15,A Clone of My Own,7.5,2986,2000
2,16,The Deep South,7.8,3116,2000
2,17,Bender Gets Made,7.6,2970,2000
2,18,The Problem with Popplers,8.5,3325,2000
2,19,Mother's Day,7.8,2953,2000
2,20,Anthology of Interest I,8.5,3342,2000
3,1,The Honking,7.5,3042,2000
3,2,War Is the H-Word,8.4,3248,2000
3,3,The Cryonic Woman,7.4,2910,2000
3,4,Parasites Lost,9,3785,2001
3,5,Amazon Women in the Mood,8.6,3724,2001
3,6,Bendless Love,7.3,2786,2001
3,7,The Day the Earth Stood Stupid,8.5,3113,2001
3,8,That's Lobstertainment!,7.1,2800,2001
3,9,The Birdbot of Ice-Catraz,7.5,2739,2001
3,10,The Luck of the Fryrish,9.4,6111,2001
3,11,The Cyber House Rules,7.7,2811,2001
3,12,Insane in the Mainframe,8.1,2933,2001
3,13,Bendin' in the Wind,7.3,2821,2001
3,14,Time Keeps on Slipping,8.3,3098,2001
3,15,I Dated a Robot,7.6,2813,2001
4,1,Roswell That Ends Well,9.1,3955,2001
4,2,A Tale of Two Santas,7.7,2757,2001
4,3,Anthology of Interest II,8.2,2898,2002
4,4,Love and Rocket,7.7,2746,2002
4,5,Leela's Homeworld,8.7,3290,2002
4,6,Where the Buggalo Roam,7.5,2646,2002
4,7,A Pharaoh to Remember,7.6,2727,2002
4,8,Godfellas,8.9,3898,2002
4,9,Future Stock,7.7,2693,2002
4,10,A Leela of Her Own,6.9,2609,2002
4,11,The 30% Iron Chef,7.6,2609,2002
4,12,Where No Fan Has Gone Before,8.3,3172,2002
5,1,Crimes of the Hot,7.8,2593,2002
5,2,Jurassic Bark,9.5,7646,2002
5,3,The Route of All Evil,7.3,2540,2002
5,4,A Taste of Freedom,7.7,2566,2002
5,5,Kif Gets Knocked Up a Notch,7.5,2591,2003
5,6,Less Than Hero,7.7,2589,2003
5,7,Teenage Mutant Leela's Hurdles,8.3,2737,2003
5,8,The Why of Fry,8.7,3018,2003
5,9,The Sting,9.2,4136,2003
5,10,The Farnsworth Parabox,8.9,3335,2003
5,11,Three Hundred Big Boys,8.2,2762,2003
5,12,Spanish Fry,7.6,2537,2003
5,13,Bend Her,7.2,2586,2003
5,14,Obsoletely Fabulous,7.7,2484,2003
5,15,Bender Should Not Be Allowed on TV,7.5,2491,2003
5,16,The Devil's Hands Are Idle Playthings,9.1,4090,2003
6,1,Bender's Big Score: Part 1,7.8,1049,2008
6,2,Bender's Big Score: Part 2,7.9,1016,2008
6,3,Bender's Big Score: Part 3,8,1009,2008
6,4,Bender's Big Score: Part 4,8.2,1041,2008
6,5,The Beast with a Billion Backs: Part 1,7.3,913,2008
6,6,The Beast with a Billion Backs: Part 2,7.3,900,2008
6,7,The Beast with a Billion Backs: Part 3,7.3,900,2008
6,8,The Beast with a Billion Backs: Part 4,7.2,908,2008
6,9,Bender's Game: Part 1,7.3,865,2009
