season,episode,title,rating,votes,episode_year
1,1,In Treacherous Waters,7,2849,2024
1,2,...And Be a Villain,7.7,2452,2024
1,3,Kiss of the Catwoman,7.6,2288,2024
1,4,The Night of the Hunters,7.8,2141,2024
1,5,The Stress of Her Regard,7.3,2156,2024
1,6,Night Ride,7,1992,2024
1,7,Moving Target,7.5,1912,2024
1,8,Nocturne,7.4,1872,2024
1,9,The Killer Inside Me,8.3,1859,2024
1,10,Savage Night,8.4,1912,2024
2,1,Brute Force,7.4,896,2026
2,2,Rocket's Red Glare,7.1,814,2026
2,3,Deep Cover,8,810,2026
2,4,The Devil's Due,7.4,732,2026
2,5,The Spectral Hand,7.6,712,2026
2,6,Sudden Fear,7.8,705,2026
2,7,Her Dark Reflection,7.9,683,2026
2,8,Zero Hour,7.2,652,2026
2,9,Dead Before Dawn,8.5,671,2026
2,10,The Laughing Death,8.3,683,2026
