season,episode,title,rating,votes,episode_year
1,1,The Target,7.8,10947,2002
1,2,The Detail,8.1,8822,2002
1,3,The Buys,8.1,8240,2002
1,4,Old Cases,8.2,7948,2002
1,5,The Pager,8.2,7609,2002
1,6,The Wire,8.5,7775,2002
1,7,One Arrest,8.4,7310,2002
1,8,Lessons,8.5,7297,2002
1,9,Game Day,8.7,7582,2002
1,10,The Cost,9.2,8725,2002
1,11,The Hunt,8.8,7512,2002
1,12,Cleaning Up,9.1,8190,2002
1,13,Sentencing,9,7964,2002
2,1,Ebb Tide,7.6,6902,2003
2,2,Collateral Damage,8,6383,2003
2,3,Hot Shots,8,6198,2003
2,4,Hard Cases,8,6092,2003
2,5,Undertow,8.1,5969,2003
2,6,All Prologue,8.8,6828,2003
2,7,Backwash,8.2,5874,2003
2,8,Duck and Cover,8.3,5935,2003
2,9,Stray Rounds,8.5,5988,2003
2,10,Storm Warnings,9,6750,2003
2,11,Bad Dreams,9.2,7372,2003
2,12,Port in a Storm,9,6842,2003
3,1,Time After Time,7.9,5914,2004
3,2,All Due Respect,8.3,5680,2004
3,3,Dead Soldiers,8.3,5653,2004
3,4,Amsterdam,8.3,5619,2004
3,5,Straight and True,8.5,5599,2004
3,6,Homecoming,8.6,5656,2004
3,7,Back Burners,8.5,5486,2004
3,8,Moral Midgetry,8.9,6216,2004
3,9,Slapstick,8.7,5687,2004
3,10,Reformation,8.7,5661,2004
3,11,Middle Ground,9.6,10224,2004
3,12,Mission Accomplished,9.3,7080,2004
4,1,Boys of Summer,8.3,5693,2006
4,2,Soft Eyes,8.4,5377,2006
4,3,Home Rooms,8.6,5450,2006
4,4,Refugees,8.3,5258,2006
4,5,Alliances,8.4,5240,2006
4,6,Margin of Error,8.7,5483,2006
4,7,Unto Others,8.4,5164,2006
4,8,Corner Boys,8.5,5241,2006
4,9,Know Your Place,8.5,5165,2006
4,10,Misgivings,8.8,5560,2006
4,11,A New Day,8.9,5695,2006
4,12,That's Got His Own,9.3,6702,2006
4,13,Final Grades,9.6,8792,2006
5,1,More with Less,8,5179,2008
5,2,Unconfirmed Reports,8.1,4970,2008
5,3,Not for Attribution,8.5,5071,2008
5,4,Transitions,8.8,5299,2008
5,5,React Quotes,8.6,5035,2008
5,6,The Dickensian Aspect,8.3,4882,2008
5,7,Took,8.4,4977,2008
5,8,Clarifications,8.9,5839,2008
5,9,Late Editions,9.4,6472,2008
5,10,-30-,9.6,9338,2008
